Sex,Single Year of Age,VALUE
Female,37 years,598
Female,37 years,719
Female,37 years,1175
Female,37 years,1191
Female,37 years,923
Female,37 years,1872
Female,37 years,2611
Female,37 years,1122
Female,37 years,1555
Female,37 years,1140
Female,37 years,889
Female,37 years,657
Female,37 years,1354
Female,37 years,234
Female,37 years,973
Female,37 years,518
Female,37 years,515
Female,37 years,604
Female,37 years,1115
Female,37 years,452
Female,38 years,40902
Female,38 years,483
Female,38 years,5053
Female,38 years,1801
Female,38 years,2926
Female,38 years,2511
Female,38 years,2114
Female,38 years,803
Female,38 years,820
Female,38 years,378
Female,38 years,1127
Female,38 years,1852
Female,38 years,611
Female,38 years,794
Female,38 years,1239
Female,38 years,1277
Female,38 years,955
Female,38 years,1737
Female,38 years,2723
Female,38 years,1220
Female,38 years,1594
Female,38 years,1194
Female,38 years,954
Female,38 years,707
Female,38 years,1485
Female,38 years,252
Female,38 years,963
Female,38 years,513
Female,38 years,523
Female,38 years,684
Female,38 years,1119
Female,38 years,490
Female,39 years,42592
Female,39 years,553
Female,39 years,4939
Female,39 years,1878
Female,39 years,3147
Female,39 years,2797
Female,39 years,2246
Female,39 years,832
Female,39 years,839
Female,39 years,388
Female,39 years,1092
Female,39 years,1858
Female,39 years,668
Female,39 years,757
Female,39 years,1230
Female,39 years,1336
Female,39 years,945
Female,39 years,1858
Female,39 years,3007
Female,39 years,1229
Female,39 years,1690
Female,39 years,1300
Female,39 years,977
Female,39 years,747
Female,39 years,1534
Female,39 years,253
Female,39 years,1033
Female,39 years,509
Female,39 years,514
Female,39 years,656
Female,39 years,1237
Female,39 years,543
Female,40 years,43143
Female,40 years,487
Female,40 years,4809
Female,40 years,1910
Female,40 years,3131
Female,40 years,2822
Female,40 years,2276
Female,40 years,776
Female,40 years,814
Female,40 years,409
Female,40 years,1170
Female,40 years,1927
Female,40 years,706
Female,40 years,781
Female,40 years,1347
Female,40 years,1400
Female,40 years,999
Female,40 years,1879
Female,40 years,3058
Female,40 years,1239
Female,40 years,1657
Female,40 years,1297
Female,40 years,978
Female,40 years,687
Female,40 years,1652
Female,40 years,271
Female,40 years,1126
Female,40 years,556
Female,40 years,538
Female,40 years,630
Female,40 years,1293
Female,40 years,518
Female,41 years,43696
Female,41 years,537
Female,41 years,4926
Female,41 years,1944
Female,41 years,3200
Female,41 years,2792
Female,41 years,2267
Female,41 years,883
Female,41 years,830
Female,41 years,367
Female,41 years,1210
Female,41 years,1968
Female,41 years,690
Female,41 years,802
Female,41 years,1320
Female,41 years,1385
Female,41 years,1057
Female,41 years,1834
Female,41 years,3058
Female,41 years,1252
Female,41 years,1699
Female,41 years,1333
Female,41 years,1039
Female,41 years,680
Female,41 years,1596
Female,41 years,264
Female,41 years,1119
Female,41 years,554
Female,41 years,546
Female,41 years,702
Female,41 years,1319
Female,41 years,523
Female,42 years,43337
Female,42 years,517
Female,42 years,4621
Female,42 years,1878
Female,42 years,3281
Female,42 years,2802
Female,42 years,2218
Female,42 years,824
Female,42 years,822
Female,42 years,438
Female,42 years,1189
Female,42 years,1996
Female,42 years,708
Female,42 years,761
Female,42 years,1407
Female,42 years,1438
Female,42 years,1060
Female,42 years,1688
Female,42 years,3210
Female,42 years,1259
Female,42 years,1675
Female,42 years,1327
Female,42 years,1072
Female,42 years,723
Female,42 years,1597
Female,42 years,289
Female,42 years,1014
Female,42 years,541
Female,42 years,548
Female,42 years,656
Female,42 years,1288
Female,42 years,490
Female,43 years,41408
Female,43 years,463
Female,43 years,4393
Female,43 years,1812
Female,43 years,3065
Female,43 years,2720
Female,43 years,2155
Female,43 years,813
Female,43 years,733
Female,43 years,360
Female,43 years,1125
Female,43 years,2000
Female,43 years,664
Female,43 years,789
Female,43 years,1326
Female,43 years,1308
Female,43 years,989
Female,43 years,1649
Female,43 years,3056
Female,43 years,1242
Female,43 years,1609
Female,43 years,1250
Female,43 years,975
Female,43 years,621
Female,43 years,1559
Female,43 years,280
Female,43 years,1000
Female,43 years,535
Female,43 years,557
Female,43 years,611
Female,43 years,1241
Female,43 years,508
Female,44 years,39379
Female,44 years,459
Female,44 years,4160
Female,44 years,1680
Female,44 years,2976
Female,44 years,2293
Female,44 years,2017
Female,44 years,797
Female,44 years,755
Female,44 years,340
Female,44 years,1107
Female,44 years,1866
Female,44 years,623
Female,44 years,715
Female,44 years,1201
Female,44 years,1291
Female,44 years,987
Female,44 years,1568
Female,44 years,2889
Female,44 years,1170
Female,44 years,1551
Female,44 years,1210
Female,44 years,1010
Female,44 years,600
Female,44 years,1578
Female,44 years,254
Female,44 years,956
Female,44 years,503
Female,44 years,475
Female,44 years,630
Female,44 years,1245
Female,44 years,473
Female,45 years,38506
Female,45 years,498
Female,45 years,3898
Female,45 years,1609
Female,45 years,2862
Female,45 years,2282
Female,45 years,2007
Female,45 years,781
Female,45 years,701
Female,45 years,391
Female,45 years,1063
Female,45 years,1805
Female,45 years,596
Female,45 years,676
Female,45 years,1255
Female,45 years,1223
Female,45 years,940
Female,45 years,1583
Female,45 years,2853
Female,45 years,1117
Female,45 years,1493
Female,45 years,1206
Female,45 years,998
Female,45 years,631
Female,45 years,1576
Female,45 years,239
Female,45 years,946
Female,45 years,470
Female,45 years,508
Female,45 years,587
Female,45 years,1235
Female,45 years,477
Female,46 years,38127
Female,46 years,486
Female,46 years,3846
Female,46 years,1606
Female,46 years,2771
Female,46 years,2301
Female,46 years,1989
Female,46 years,813
Female,46 years,711
Female,46 years,334
Female,46 years,1062
Female,46 years,1824
Female,46 years,603
Female,46 years,661
Female,46 years,1152
Female,46 years,1237
Female,46 years,1050
Female,46 years,1515
Female,46 years,2841
Female,46 years,1184
Female,46 years,1482
Female,46 years,1152
Female,46 years,921
Female,46 years,633
Female,46 years,1494
Female,46 years,246
Female,46 years,976
Female,46 years,519
Female,46 years,506
Female,46 years,565
Female,46 years,1189
Female,46 years,458
Female,47 years,37471
Female,47 years,418
Female,47 years,3607
Female,47 years,1627
Female,47 years,2769
Female,47 years,2142
Female,47 years,1924
Female,47 years,802
Female,47 years,655
Female,47 years,326
Female,47 years,1045
Female,47 years,1786
Female,47 years,602
Female,47 years,742
Female,47 years,1219
Female,47 years,1250
Female,47 years,913
Female,47 years,1468
Female,47 years,2850
Female,47 years,1145
Female,47 years,1468
Female,47 years,1242
Female,47 years,944
Female,47 years,572
Female,47 years,1484
Female,47 years,249
Female,47 years,945
Female,47 years,502
Female,47 years,515
Female,47 years,570
Female,47 years,1203
Female,47 years,487
Female,48 years,37145
Female,48 years,430
Female,48 years,3737
Female,48 years,1623
Female,48 years,2696
Female,48 years,2159
Female,48 years,1949
Female,48 years,765
Female,48 years,703
Female,48 years,319
Female,48 years,1052
Female,48 years,1734
Female,48 years,608
Female,48 years,736
Female,48 years,1154
Female,48 years,1225
Female,48 years,962
Female,48 years,1417
Female,48 years,2756
Female,48 years,1090
Female,48 years,1448
Female,48 years,1225
Female,48 years,913
Female,48 years,555
Female,48 years,1484
Female,48 years,256
Female,48 years,958
Female,48 years,484
Female,48 years,479
Female,48 years,599
Female,48 years,1203
Female,48 years,426
Female,49 years,37081
Female,49 years,493
Female,49 years,3703
Female,49 years,1604
Female,49 years,2585
Female,49 years,2123
Female,49 years,1993
Female,49 years,798
Female,49 years,658
Female,49 years,322
Female,49 years,1059
Female,49 years,1699
Female,49 years,573
Female,49 years,657
Female,49 years,1229
Female,49 years,1215
Female,49 years,982
Female,49 years,1376
Female,49 years,2769
Female,49 years,1184
Female,49 years,1449
Female,49 years,1263
Female,49 years,917
Female,49 years,529
Female,49 years,1504
Female,49 years,254
Female,49 years,967
Female,49 years,455
Female,49 years,533
Female,49 years,538
Female,49 years,1210
Female,49 years,440
Female,50 years,36199
Female,50 years,454
Female,50 years,3721
Female,50 years,1607
Female,50 years,2470
Female,50 years,1969
Female,50 years,1867
Female,50 years,777
Female,50 years,647
Female,50 years,312
Female,50 years,1043
Female,50 years,1710
Female,50 years,589
Female,50 years,656
Female,50 years,1244
Female,50 years,1179
Female,50 years,1033
Female,50 years,1470
Female,50 years,2655
Female,50 years,1097
Female,50 years,1371
Female,50 years,1174
Female,50 years,885
Female,50 years,506
Female,50 years,1434
Female,50 years,240
Female,50 years,922
Female,50 years,502
Female,50 years,487
Female,50 years,556
Female,50 years,1204
Female,50 years,418
Female,51 years,35025
Female,51 years,436
Female,51 years,3584
Female,51 years,1513
Female,51 years,2314
Female,51 years,1940
Female,51 years,1718
Female,51 years,738
Female,51 years,634
Female,51 years,330
Female,51 years,1003
Female,51 years,1595
Female,51 years,593
Female,51 years,667
Female,51 years,1160
Female,51 years,1165
Female,51 years,911
Female,51 years,1388
Female,51 years,2582
Female,51 years,1075
Female,51 years,1390
Female,51 years,1177
Female,51 years,909
Female,51 years,499
Female,51 years,1439
Female,51 years,260
Female,51 years,933
Female,51 years,461
Female,51 years,440
Female,51 years,580
Female,51 years,1172
Female,51 years,419
Female,52 years,34414
Female,52 years,403
Female,52 years,3663
Female,52 years,1524
Female,52 years,2147
Female,52 years,1843
Female,52 years,1676
Female,52 years,667
Female,52 years,612
Female,52 years,305
Female,52 years,991
Female,52 years,1510
Female,52 years,545
Female,52 years,656
Female,52 years,1156
Female,52 years,1150
Female,52 years,976
Female,52 years,1392
Female,52 years,2516
Female,52 years,1158
Female,52 years,1381
Female,52 years,1129
Female,52 years,871
Female,52 years,452
Female,52 years,1369
Female,52 years,259
Female,52 years,996
Female,52 years,478
Female,52 years,479
Female,52 years,553
Female,52 years,1157
Female,52 years,400
Female,53 years,32204
Female,53 years,385
Female,53 years,3291
Female,53 years,1494
Female,53 years,2016
Female,53 years,1730
Female,53 years,1606
Female,53 years,719
Female,53 years,544
Female,53 years,304
Female,53 years,920
Female,53 years,1415
Female,53 years,521
Female,53 years,627
Female,53 years,1086
Female,53 years,1031
Female,53 years,870
Female,53 years,1262
Female,53 years,2381
Female,53 years,1068
Female,53 years,1206
Female,53 years,1064
Female,53 years,815
Female,53 years,479
Female,53 years,1284
Female,53 years,234
Female,53 years,968
Female,53 years,441
Female,53 years,424
Female,53 years,491
Female,53 years,1143
Female,53 years,385
Female,54 years,32168
Female,54 years,382
Female,54 years,3363
Female,54 years,1497
Female,54 years,1936
Female,54 years,1685
Female,54 years,1552
Female,54 years,671
Female,54 years,545
Female,54 years,287
Female,54 years,919
Female,54 years,1399
Female,54 years,522
Female,54 years,618
Female,54 years,1107
Female,54 years,1003
Female,54 years,920
Female,54 years,1301
Female,54 years,2383
Female,54 years,1053
Female,54 years,1253
Female,54 years,1129
Female,54 years,805
Female,54 years,453
Female,54 years,1286
Female,54 years,246
Female,54 years,870
Female,54 years,441
Female,54 years,448
Female,54 years,515
Female,54 years,1165
Female,54 years,414
Female,55 years,31563
Female,55 years,392
Female,55 years,3133
Female,55 years,1549
Female,55 years,1855
Female,55 years,1632
Female,55 years,1529
Female,55 years,679
Female,55 years,548
Female,55 years,315
Female,55 years,833
Female,55 years,1335
Female,55 years,519
Female,55 years,608
Female,55 years,1147
Female,55 years,1033
Female,55 years,891
Female,55 years,1271
Female,55 years,2229
Female,55 years,1045
Female,55 years,1210
Female,55 years,1139
Female,55 years,814
Female,55 years,471
Female,55 years,1234
Female,55 years,233
Female,55 years,938
Female,55 years,474
Female,55 years,461
Female,55 years,511
Female,55 years,1133
Female,55 years,402
Female,56 years,31279
Female,56 years,418
Female,56 years,3208
Female,56 years,1442
Female,56 years,1805
Female,56 years,1548
Female,56 years,1483
Female,56 years,674
Female,56 years,539
Female,56 years,256
Female,56 years,875
Female,56 years,1267
Female,56 years,530
Female,56 years,588
Female,56 years,1081
Female,56 years,1017
Female,56 years,911
Female,56 years,1334
Female,56 years,2345
Female,56 years,1096
Female,56 years,1218
Female,56 years,1053
Female,56 years,821
Female,56 years,445
Female,56 years,1210
Female,56 years,233
Female,56 years,970
Female,56 years,452
Female,56 years,473
Female,56 years,488
Female,56 years,1136
Female,56 years,363
Female,57 years,31764
Female,57 years,385
Female,57 years,3273
Female,57 years,1500
Female,57 years,1773
Female,57 years,1755
Female,57 years,1470
Female,57 years,709
Female,57 years,532
Female,57 years,263
Female,57 years,831
Female,57 years,1291
Female,57 years,528
Female,57 years,646
Female,57 years,1178
Female,57 years,1073
Female,57 years,824
Female,57 years,1366
Female,57 years,2305
Female,57 years,1085
Female,57 years,1295
Female,57 years,1076
Female,57 years,844
Female,57 years,444
Female,57 years,1244
Female,57 years,231
Female,57 years,948
Female,57 years,432
Female,57 years,448
Female,57 years,476
Female,57 years,1131
Female,57 years,408
Female,58 years,30660
Female,58 years,368
Female,58 years,3196
Female,58 years,1478
Female,58 years,1705
Female,58 years,1644
Female,58 years,1407
Female,58 years,642
Female,58 years,541
Female,58 years,232
Female,58 years,802
Female,58 years,1242
Female,58 years,500
Female,58 years,586
Female,58 years,1096
Female,58 years,993
Female,58 years,848
Female,58 years,1369
Female,58 years,2176
Female,58 years,1013
Female,58 years,1225
Female,58 years,1114
Female,58 years,819
Female,58 years,411
Female,58 years,1193
Female,58 years,241
Female,58 years,932
Female,58 years,462
Female,58 years,480
Female,58 years,496
Female,58 years,1055
Female,58 years,394
Female,59 years,30000
Female,59 years,360
Female,59 years,3205
Female,59 years,1499
Female,59 years,1669
Female,59 years,1587
Female,59 years,1320
Female,59 years,672
Female,59 years,466
Female,59 years,272
Female,59 years,808
Female,59 years,1139
Female,59 years,467
Female,59 years,574
Female,59 years,1067
Female,59 years,970
Female,59 years,823
Female,59 years,1354
Female,59 years,2109
Female,59 years,1023
Female,59 years,1223
Female,59 years,1074
Female,59 years,818
Female,59 years,424
Female,59 years,1175
Female,59 years,214
Female,59 years,881
Female,59 years,453
Female,59 years,454
Female,59 years,480
Female,59 years,1019
Female,59 years,401
Female,60 years,29063
Female,60 years,317
Female,60 years,3065
Female,60 years,1404
Female,60 years,1591
Female,60 years,1547
Female,60 years,1235
Female,60 years,643
Female,60 years,459
Female,60 years,259
Female,60 years,727
Female,60 years,1121
Female,60 years,519
Female,60 years,522
Female,60 years,1035
Female,60 years,989
Female,60 years,757
Female,60 years,1327
Female,60 years,1978
Female,60 years,1055
Female,60 years,1206
Female,60 years,1055
Female,60 years,810
Female,60 years,384
Female,60 years,1111
Female,60 years,188
Female,60 years,927
Female,60 years,461
Female,60 years,433
Female,60 years,468
Female,60 years,1092
Female,60 years,378
Female,61 years,28856
Female,61 years,350
Female,61 years,2975
Female,61 years,1344
Female,61 years,1600
Female,61 years,1542
Female,61 years,1257
Female,61 years,661
Female,61 years,509
Female,61 years,261
Female,61 years,788
Female,61 years,1085
Female,61 years,483
Female,61 years,548
Female,61 years,1085
Female,61 years,918
Female,61 years,737
Female,61 years,1310
Female,61 years,2073
Female,61 years,990
Female,61 years,1139
Female,61 years,1030
Female,61 years,757
Female,61 years,420
Female,61 years,1175
Female,61 years,214
Female,61 years,859
Female,61 years,437
Female,61 years,469
Female,61 years,461
Female,61 years,996
Female,61 years,383
Female,62 years,27899
Female,62 years,380
Female,62 years,2866
Female,62 years,1282
Female,62 years,1540
Female,62 years,1559
Female,62 years,1156
Female,62 years,638
Female,62 years,444
Female,62 years,233
Female,62 years,706
Female,62 years,1065
Female,62 years,489
Female,62 years,517
Female,62 years,974
Female,62 years,873
Female,62 years,738
Female,62 years,1244
Female,62 years,1916
Female,62 years,974
Female,62 years,1196
Female,62 years,987
Female,62 years,735
Female,62 years,406
Female,62 years,1086
Female,62 years,200
Female,62 years,923
Female,62 years,439
Female,62 years,508
Female,62 years,445
Female,62 years,1033
Female,62 years,347
Female,63 years,26312
Female,63 years,316
Female,63 years,2642
Female,63 years,1260
Female,63 years,1423
Female,63 years,1452
Female,63 years,1121
Female,63 years,568
Female,63 years,432
Female,63 years,237
Female,63 years,659
Female,63 years,980
Female,63 years,443
Female,63 years,486
Female,63 years,918
Female,63 years,811
Female,63 years,794
Female,63 years,1167
Female,63 years,1861
Female,63 years,989
Female,63 years,1046
Female,63 years,930
Female,63 years,694
Female,63 years,380
Female,63 years,1056
Female,63 years,211
Female,63 years,872
Female,63 years,415
Female,63 years,396
Female,63 years,406
Female,63 years,982
Female,63 years,365
Female,64 years,26109
Female,64 years,323
Female,64 years,2624
Female,64 years,1212
Female,64 years,1310
Female,64 years,1445
Female,64 years,1084
Female,64 years,558
Female,64 years,419
Female,64 years,230
Female,64 years,658
Female,64 years,937
Female,64 years,405
Female,64 years,498
Female,64 years,919
Female,64 years,842
Female,64 years,719
Female,64 years,1147
Female,64 years,1828
Female,64 years,1011
Female,64 years,1109
Female,64 years,974
Female,64 years,692
Female,64 years,373
Female,64 years,1075
Female,64 years,211
Female,64 years,934
Female,64 years,454
Female,64 years,438
Female,64 years,412
Female,64 years,916
Female,64 years,352
Female,65 years,25183
Female,65 years,306
Female,65 years,2545
Female,65 years,1226
Female,65 years,1309
Female,65 years,1450
Female,65 years,1040
Female,65 years,543
Female,65 years,419
Female,65 years,261
Female,65 years,678
Female,65 years,916
Female,65 years,400
Female,65 years,488
Female,65 years,841
Female,65 years,784
Female,65 years,650
Female,65 years,1064
Female,65 years,1718
Female,65 years,926
Female,65 years,1089
Female,65 years,915
Female,65 years,641
Female,65 years,383
Female,65 years,1039
Female,65 years,222
Female,65 years,856
Female,65 years,404
Female,65 years,433
Female,65 years,406
Female,65 years,881
Female,65 years,350
Female,66 years,24662
Female,66 years,286
Female,66 years,2490
Female,66 years,1166
Female,66 years,1300
Female,66 years,1435
Female,66 years,1065
Female,66 years,492
Female,66 years,389
Female,66 years,220
Female,66 years,605
Female,66 years,872
Female,66 years,436
Female,66 years,463
Female,66 years,844
Female,66 years,794
Female,66 years,704
Female,66 years,1045
Female,66 years,1762
Female,66 years,890
Female,66 years,1049
Female,66 years,886
Female,66 years,652
Female,66 years,341
Female,66 years,1025
Female,66 years,182
Female,66 years,854
Female,66 years,411
Female,66 years,406
Female,66 years,424
Female,66 years,881
Female,66 years,293
Female,67 years,24524
Female,67 years,291
Female,67 years,2399
Female,67 years,1158
Female,67 years,1237
Female,67 years,1403
Female,67 years,1098
Female,67 years,524
Female,67 years,380
Female,67 years,213
Female,67 years,606
Female,67 years,946
Female,67 years,389
Female,67 years,474
Female,67 years,847
Female,67 years,778
Female,67 years,689
Female,67 years,952
Female,67 years,1783
Female,67 years,944
Female,67 years,1043
Female,67 years,896
Female,67 years,656
Female,67 years,329
Female,67 years,999
Female,67 years,228
Female,67 years,864
Female,67 years,414
Female,67 years,386
Female,67 years,374
Female,67 years,911
Female,67 years,313
Female,68 years,23018
Female,68 years,274
Female,68 years,2139
Female,68 years,1112
Female,68 years,1213
Female,68 years,1350
Female,68 years,952
Female,68 years,495
Female,68 years,381
Female,68 years,205
Female,68 years,578
Female,68 years,824
Female,68 years,399
Female,68 years,438
Female,68 years,857
Female,68 years,675
Female,68 years,648
Female,68 years,944
Female,68 years,1691
Female,68 years,864
Female,68 years,931
Female,68 years,823
Female,68 years,585
Female,68 years,366
Female,68 years,925
Female,68 years,202
Female,68 years,799
Female,68 years,393
Female,68 years,409
Female,68 years,393
Female,68 years,844
Female,68 years,309
Female,69 years,23375
Female,69 years,311
Female,69 years,2244
Female,69 years,1100
Female,69 years,1193
Female,69 years,1416
Female,69 years,983
Female,69 years,523
Female,69 years,377
Female,69 years,221
Female,69 years,569
Female,69 years,836
Female,69 years,354
Female,69 years,448
Female,69 years,810
Female,69 years,722
Female,69 years,616
Female,69 years,983
Female,69 years,1724
Female,69 years,928
Female,69 years,1007
Female,69 years,848
Female,69 years,616
Female,69 years,354
Female,69 years,941
Female,69 years,202
Female,69 years,771
Female,69 years,352
Female,69 years,403
Female,69 years,364
Female,69 years,863
Female,69 years,296
Female,70 years,21897
Female,70 years,245
Female,70 years,2175
Female,70 years,1052
Female,70 years,1140
Female,70 years,1327
Female,70 years,866
Female,70 years,491
Female,70 years,369
Female,70 years,189
Female,70 years,544
Female,70 years,766
Female,70 years,366
Female,70 years,374
Female,70 years,740
Female,70 years,676
Female,70 years,626
Female,70 years,901
Female,70 years,1560
Female,70 years,811
Female,70 years,964
Female,70 years,832
Female,70 years,578
Female,70 years,291
Female,70 years,900
Female,70 years,179
Female,70 years,771
Female,70 years,361
Female,70 years,357
Female,70 years,330
Female,70 years,803
Female,70 years,313
Female,71 years,21236
Female,71 years,259
Female,71 years,2042
Female,71 years,1016
Female,71 years,1008
Female,71 years,1307
Female,71 years,858
Female,71 years,426
Female,71 years,305
Female,71 years,191
Female,71 years,542
Female,71 years,792
Female,71 years,353
Female,71 years,361
Female,71 years,717
Female,71 years,640
Female,71 years,595
Female,71 years,909
Female,71 years,1568
Female,71 years,814
Female,71 years,941
Female,71 years,751
Female,71 years,553
Female,71 years,302
Female,71 years,907
Female,71 years,173
Female,71 years,777
Female,71 years,321
Female,71 years,349
Female,71 years,340
Female,71 years,854
Female,71 years,265
Female,72 years,21159
Female,72 years,278
Female,72 years,2032
Female,72 years,1076
Female,72 years,1107
Female,72 years,1251
Female,72 years,881
Female,72 years,449
Female,72 years,296
Female,72 years,217
Female,72 years,527
Female,72 years,735
Female,72 years,376
Female,72 years,374
Female,72 years,751
Female,72 years,678
Female,72 years,636
Female,72 years,874
Female,72 years,1449
Female,72 years,787
Female,72 years,924
Female,72 years,741
Female,72 years,571
Female,72 years,297
Female,72 years,821
Female,72 years,175
Female,72 years,762
Female,72 years,378
Female,72 years,341
Female,72 years,326
Female,72 years,755
Female,72 years,294
Female,73 years,20134
Female,73 years,228
Female,73 years,2057
Female,73 years,970
Female,73 years,1053
Female,73 years,1145
Female,73 years,811
Female,73 years,410
Female,73 years,281
Female,73 years,182
Female,73 years,518
Female,73 years,753
Female,73 years,332
Female,73 years,356
Female,73 years,747
Female,73 years,642
Female,73 years,571
Female,73 years,842
Female,73 years,1491
Female,73 years,769
Female,73 years,829
Female,73 years,755
Female,73 years,559
Female,73 years,285
Female,73 years,787
Female,73 years,140
Female,73 years,666
Female,73 years,298
Female,73 years,322
Female,73 years,307
Female,73 years,767
Female,73 years,261
Female,74 years,19177
Female,74 years,229
Female,74 years,1922
Female,74 years,989
Female,74 years,967
Female,74 years,1008
Female,74 years,766
Female,74 years,383
Female,74 years,278
Female,74 years,179
Female,74 years,538
Female,74 years,682
Female,74 years,309
Female,74 years,373
Female,74 years,649
Female,74 years,575
Female,74 years,536
Female,74 years,859
Female,74 years,1357
Female,74 years,723
Female,74 years,873
Female,74 years,759
Female,74 years,500
Female,74 years,279
Female,74 years,751
Female,74 years,172
Female,74 years,626
Female,74 years,307
Female,74 years,329
Female,74 years,288
Female,74 years,715
Female,74 years,256
Female,75 years,18294
Female,75 years,197
Female,75 years,1789
Female,75 years,1043
Female,75 years,939
Female,75 years,978
Female,75 years,721
Female,75 years,377
Female,75 years,304
Female,75 years,180
Female,75 years,476
Female,75 years,629
Female,75 years,317
Female,75 years,344
Female,75 years,636
Female,75 years,538
Female,75 years,551
Female,75 years,766
Female,75 years,1303
Female,75 years,713
Female,75 years,810
Female,75 years,671
Female,75 years,513
Female,75 years,255
Female,75 years,712
Female,75 years,133
Female,75 years,588
Female,75 years,289
Female,75 years,313
Female,75 years,295
Female,75 years,675
Female,75 years,239
Female,76 years,17665
Female,76 years,211
Female,76 years,1719
Female,76 years,946
Female,76 years,879
Female,76 years,908
Female,76 years,592
Female,76 years,410
Female,76 years,288
Female,76 years,187
Female,76 years,506
Female,76 years,621
Female,76 years,290
Female,76 years,300
Female,76 years,625
Female,76 years,552
Female,76 years,498
Female,76 years,786
Female,76 years,1297
Female,76 years,665
Female,76 years,770
Female,76 years,674
Female,76 years,511
Female,76 years,276
Female,76 years,664
Female,76 years,139
Female,76 years,573
Female,76 years,295
Female,76 years,292
Female,76 years,260
Female,76 years,681
Female,76 years,250
Female,77 years,15971
Female,77 years,188
Female,77 years,1633
Female,77 years,888
Female,77 years,783
Female,77 years,792
Female,77 years,601
Female,77 years,337
Female,77 years,217
Female,77 years,160
Female,77 years,430
Female,77 years,543
Female,77 years,248
Female,77 years,308
Female,77 years,567
Female,77 years,501
Female,77 years,452
Female,77 years,729
Female,77 years,1189
Female,77 years,596
Female,77 years,715
Female,77 years,630
Female,77 years,422
Female,77 years,246
Female,77 years,601
Female,77 years,123
Female,77 years,532
Female,77 years,229
Female,77 years,277
Female,77 years,258
Female,77 years,585
Female,77 years,191
Female,78 years,14666
Female,78 years,156
Female,78 years,1581
Female,78 years,867
Female,78 years,676
Female,78 years,782
Female,78 years,534
Female,78 years,307
Female,78 years,225
Female,78 years,121
Female,78 years,408
Female,78 years,506
Female,78 years,231
Female,78 years,271
Female,78 years,547
Female,78 years,498
Female,78 years,377
Female,78 years,667
Female,78 years,994
Female,78 years,557
Female,78 years,633
Female,78 years,523
Female,78 years,411
Female,78 years,222
Female,78 years,558
Female,78 years,122
Female,78 years,469
Female,78 years,231
Female,78 years,234
Female,78 years,217
Female,78 years,562
Female,78 years,179
Female,79 years,13938
Female,79 years,171
Female,79 years,1554
Female,79 years,793
Female,79 years,692
Female,79 years,670
Female,79 years,512
Female,79 years,327
Female,79 years,212
Female,79 years,126
Female,79 years,374
Female,79 years,473
Female,79 years,229
Female,79 years,272
Female,79 years,467
Female,79 years,420
Female,79 years,379
Female,79 years,665
Female,79 years,982
Female,79 years,517
Female,79 years,650
Female,79 years,524
Female,79 years,350
Female,79 years,208
Female,79 years,527
Female,79 years,112
Female,79 years,456
Female,79 years,203
Female,79 years,235
Female,79 years,191
Female,79 years,489
Female,79 years,158
Female,80 years,12173
Female,80 years,163
Female,80 years,1374
Female,80 years,819
Female,80 years,533
Female,80 years,550
Female,80 years,405
Female,80 years,265
Female,80 years,186
Female,80 years,115
Female,80 years,300
Female,80 years,430
Female,80 years,202
Female,80 years,195
Female,80 years,398
Female,80 years,372
Female,80 years,299
Female,80 years,587
Female,80 years,879
Female,80 years,446
Female,80 years,570
Female,80 years,421
Female,80 years,335
Female,80 years,226
Female,80 years,499
Female,80 years,77
Female,80 years,392
Female,80 years,191
Female,80 years,203
Female,80 years,157
Female,80 years,446
Female,80 years,138
Female,81 years,11191
Female,81 years,148
Female,81 years,1332
Female,81 years,712
Female,81 years,499
Female,81 years,558
Female,81 years,372
Female,81 years,234
Female,81 years,158
Female,81 years,87
Female,81 years,325
Female,81 years,348
Female,81 years,163
Female,81 years,193
Female,81 years,396
Female,81 years,330
Female,81 years,312
Female,81 years,522
Female,81 years,773
Female,81 years,388
Female,81 years,467
Female,81 years,420
Female,81 years,309
Female,81 years,145
Female,81 years,424
Female,81 years,80
Female,81 years,391
Female,81 years,184
Female,81 years,177
Female,81 years,152
Female,81 years,441
Female,81 years,151
Female,82 years,10759
Female,82 years,131
Female,82 years,1368
Female,82 years,666
Female,82 years,438
Female,82 years,491
Female,82 years,362
Female,82 years,225
Female,82 years,148
Female,82 years,84
Female,82 years,289
Female,82 years,324
Female,82 years,160
Female,82 years,187
Female,82 years,358
Female,82 years,333
Female,82 years,287
Female,82 years,570
Female,82 years,757
Female,82 years,418
Female,82 years,466
Female,82 years,416
Female,82 years,256
Female,82 years,179
Female,82 years,409
Female,82 years,81
Female,82 years,352
Female,82 years,175
Female,82 years,160
Female,82 years,146
Female,82 years,379
Female,82 years,144
Female,83 years,9985
Female,83 years,102
Female,83 years,1242
Female,83 years,679
Female,83 years,395
Female,83 years,455
Female,83 years,332
Female,83 years,214
Female,83 years,136
Female,83 years,75
Female,83 years,246
Female,83 years,303
Female,83 years,179
Female,83 years,200
Female,83 years,355
Female,83 years,282
Female,83 years,254
Female,83 years,512
Female,83 years,651
Female,83 years,345
Female,83 years,407
Female,83 years,374
Female,83 years,268
Female,83 years,160
Female,83 years,405
Female,83 years,90
Female,83 years,346
Female,83 years,167
Female,83 years,165
Female,83 years,144
Female,83 years,367
Female,83 years,135
Female,84 years,8890
Female,84 years,111
